"","Time","Price"
"1",1,3236.54016062287
"2",2,3316.01267351329
"3",3,3222.61660804557
"4",4,3637.15683036703
"5",5,3796.84896011385
"6",6,3372.37264984053
"7",7,3315.78517964507
"8",8,3325.99029832556
"9",9,3284.85221463385
"10",10,3478.36362328836
"11",11,3402.62037746208
"12",12,3317.69352028392
"13",13,3587.71580990283
"14",14,3238.37451058521
"15",15,3366.04063015936
"16",16,3467.22039564191
"17",17,3041.00218037945
"18",18,3491.50124433385
"19",19,3466.48786300721
"20",20,3404.54450151483
"21",21,2907.60398813285
"22",22,3730.48177344688
"23",23,3360.28324773708
"24",24,3174.40250678395
"25",25,2778.32180390513
"26",26,3109.91550845127
"27",27,3480.85093739475
"28",28,3173.0603995236
"29",29,3238.13112495329
"30",30,3288.7601798937
"31",31,3218.77480362812
"32",32,2965.55740610498
"33",33,3220.17003980625
"34",34,2919.53508895407
"35",35,3307.35198323825
"36",36,2972.92222494435
"37",37,2796.60371989502
"38",38,3189.45888921584
"39",39,3531.04376884672
"40",40,3099.88664980968
"41",41,3462.31084184658
"42",42,3487.00601612235
"43",43,2995.54023658622
"44",44,3163.64601953451
"45",45,3134.25076876013
"46",46,2927.81492919965
"47",47,3156.80820916325
"48",48,2784.57272850681
"49",49,3151.24142543751
"50",50,3029.54607942694
"51",51,3186.31214308125
"52",52,3088.75259042102
"53",53,3307.6483258335
"54",54,3420.51630373936
"55",55,3230.60326316493
"56",56,3153.97059856061
"57",57,2899.34290647188
"58",58,2757.09788421588
"59",59,2833.23470670165
"60",60,2850.89140095542
"61",61,2834.59726982982
"62",62,3131.3871884675
"63",63,2872.35277712456
"64",64,3029.86709167397
"65",65,3419.71026886346
"66",66,2662.53266254758
"67",67,3208.72924288298
"68",68,2957.77466901311
"69",69,3041.23978409446
"70",70,3018.46412240649
"71",71,2845.23952078874
"72",72,2940.81544956928
"73",73,3186.23083317211
"74",74,2552.90078894472
"75",75,2771.91684881336
"76",76,2736.21775096531
"77",77,2708.52488430489
"78",78,2918.4912831809
"79",79,3076.30776017911
"80",80,2855.85802990152
"81",81,2640.71719877298
"82",82,2802.6523422746
"83",83,2728.11334451686
"84",84,2801.07511071544
"85",85,2883.93474317773
"86",86,2731.17035360874
"87",87,2669.4044082086
"88",88,2726.77977316915
"89",89,2959.06989690704
"90",90,2967.6805256166
"91",91,2558.54563296136
"92",92,3034.76837280139
"93",93,2894.28004520926
"94",94,2860.47391698552
"95",95,2545.82060658448
"96",96,2376.48931122434
"97",97,2870.0585566177
"98",98,2702.61123863964
"99",99,2417.86221857675
"100",100,2735.23828177347
"101",101,2757.43094028933
"102",102,2669.0655024296
"103",103,2751.20487888615
"104",104,3020.31831473022
"105",105,2947.0650598817
"106",106,2274.11700443008
"107",107,2522.17639563367
"108",108,2496.21905272494
"109",109,2226.94613834652
"110",110,2934.25975491303
"111",111,2724.55301678145
"112",112,2759.35940476909
"113",113,2682.0389456646
"114",114,2798.31907819465
"115",115,2334.73462781517
"116",116,2836.1748902403
"117",117,2822.5262171343
"118",118,2432.05660106932
"119",119,2488.03586399226
"120",120,2706.00916475896
"121",121,2264.88459116516
"122",122,2589.06996075706
"123",123,2238.32814226172
"124",124,2527.69874616911
"125",125,2635.78500642603
"126",126,2738.43873484908
"127",127,2221.10057230173
"128",128,2463.74905312509
"129",129,2217.4996583994
"130",130,2489.63030452103
"131",131,2809.28930994072
"132",132,2509.68771561607
"133",133,2496.72076894262
"134",134,2348.12912175165
"135",135,2318.38368177675
"136",136,2938.62050251441
"137",137,2355.39543571074
"138",138,2240.78586481733
"139",139,2465.43072764423
"140",140,2388.54198533809
"141",141,2027.48754070407
"142",142,2506.12641533392
"143",143,2413.38689668146
"144",144,2393.81138439552
"145",145,2057.79076376114
"146",146,2186.81567784575
"147",147,2283.1091072611
"148",148,2340.24459115314
"149",149,2386.12484047208
"150",150,2288.55361492017
"151",151,2300.34872836368
"152",152,2438.60331522351
"153",153,2356.0217135887
"154",154,2365.65372706296
"155",155,2764.91129521919
"156",156,1897.95328391711
"157",157,2425.23052085086
"158",158,2455.59720901276
"159",159,2535.36136587562
"160",160,2266.23807803327
"161",161,1836.29686157948
"162",162,2386.07713451727
"163",163,2887.00517074706
"164",164,2094.74123547925
"165",165,2289.89199195721
"166",166,2300.65134534598
"167",167,2154.5023840042
"168",168,2337.93388552736
"169",169,2579.1840259441
"170",170,2193.82229773411
"171",171,2407.84630530565
"172",172,2350.48105497641
"173",173,2398.8115090737
"174",174,2427.48876035674
"175",175,2029.90373275651
"176",176,2102.5109404013
"177",177,2371.82674297816
"178",178,2294.1395426966
"179",179,1575.04830469255
"180",180,2583.11601918541
"181",181,1827.32838554673
"182",182,1915.6366527581
"183",183,2098.30594305607
"184",184,2340.28735892216
"185",185,2116.3104042606
"186",186,2206.33495291646
"187",187,1954.73122427236
"188",188,2615.12295325437
"189",189,2068.13641058642
"190",190,2235.68391853387
"191",191,2092.88036333392
"192",192,2238.81404257763
"193",193,2095.98499095051
"194",194,1933.37890178787
"195",195,2114.19934357286
"196",196,2215.35743196686
"197",197,1817.77864331539
"198",198,2292.10174717415
"199",199,1851.66549657696
"200",200,2087.49083838305
"201",201,2180.4013427724
"202",202,2199.36832597561
"203",203,2091.1950711741
"204",204,2388.54701598828
"205",205,2138.61257940397
"206",206,2413.76089498951
"207",207,2490.58843880856
"208",208,2217.36753977564
"209",209,2338.06125820869
"210",210,1717.10527259587
"211",211,1838.88980004352
"212",212,2224.7208346778
"213",213,2229.66791385639
"214",214,1928.65486357856
"215",215,1995.46746614902
"216",216,2090.33602616742
"217",217,1934.17905280918
"218",218,2073.26256386595
"219",219,1682.58783009044
"220",220,2388.34712281131
"221",221,1977.3529800204
"222",222,2133.22600269207
"223",223,2374.16563857741
"224",224,1992.66039493305
"225",225,1832.31982515567
"226",226,2212.45134335884
"227",227,1645.67753334292
"228",228,2026.81633050631
"229",229,1837.36859797832
"230",230,1880.15386431072
"231",231,1851.23924688056
"232",232,1748.86488383066
"233",233,1859.6508738157
"234",234,2113.53845856095
"235",235,1869.02190117355
"236",236,1936.42901811683
"237",237,1959.11737169881
"238",238,1925.46233553268
"239",239,2160.25446394378
"240",240,2250.02270680454
"241",241,2388.54536184827
"242",242,1986.11890590898
"243",243,2049.32986276414
"244",244,2041.89555302193
"245",245,1690.89842357978
"246",246,1731.06775517326
"247",247,2110.5475239903
"248",248,1930.36061651156
"249",249,2101.07184827893
"250",250,1981.97416790822
"251",251,2162.63291080872
"252",252,1711.84518339069
"253",253,2057.88662569572
"254",254,2118.59387410481
"255",255,1853.75739435505
"256",256,1866.45447008477
"257",257,2074.21764089571
"258",258,1711.27399551442
"259",259,2052.25367182145
"260",260,1680.536312765
"261",261,2015.21635455601
"262",262,1953.65838038126
"263",263,1743.04080613572
"264",264,1824.88287891914
"265",265,1872.01841641031
"266",266,1603.24535723623
"267",267,1928.25038652101
"268",268,2160.07798681915
"269",269,1653.18747930901
"270",270,2270.26865054167
"271",271,1880.64772496774
"272",272,1903.95600781731
"273",273,1587.10889547939
"274",274,2123.30686803969
"275",275,1733.8464601172
"276",276,1600.51314126696
"277",277,1835.12189726332
"278",278,1718.23434879284
"279",279,1619.82465166524
"280",280,2221.99804048174
"281",281,1845.20051800562
"282",282,2209.25870069239
"283",283,1627.34069894414
"284",284,1819.69536752777
"285",285,1704.15879141461
"286",286,1671.41624642747
"287",287,2096.70068177182
"288",288,1910.43730006842
"289",289,1612.88944431095
"290",290,1671.95346587954
"291",291,1776.04020775796
"292",292,1938.0428760352
"293",293,1821.09854997382
"294",294,2045.6136153989
"295",295,1928.17234062531
"296",296,1684.36652034871
"297",297,1825.68468755708
"298",298,1607.06145448891
"299",299,1557.73553453291
"300",300,1683.08749132094
"301",301,1843.38358438181
"302",302,1781.03715993251
"303",303,1854.74603619267
"304",304,1351.62282559829
"305",305,1464.44305553835
"306",306,1953.49951065515
"307",307,1681.95389340664
"308",308,1828.59988016787
"309",309,1808.89888625856
"310",310,1846.28476355827
"311",311,1925.72258173621
"312",312,1447.17657490197
"313",313,1730.91589371134
"314",314,1809.64300756911
"315",315,1323.19101284029
"316",316,1619.621256615
"317",317,1151.30255957144
"318",318,1554.52788147634
"319",319,1670.66951447903
"320",320,1833.08419806009
"321",321,1401.77452242546
"322",322,1974.97361471712
"323",323,1296.90689012608
"324",324,1428.46752531549
"325",325,1701.01276467234
"326",326,1546.40530853427
"327",327,2007.33164682205
"328",328,1629.09213568183
"329",329,1730.74014146252
"330",330,1943.22695000413
"331",331,1074.8204614047
"332",332,1368.93509507618
"333",333,1902.58256740488
"334",334,1789.19409902847
"335",335,1361.37778545938
"336",336,1671.56534406152
"337",337,1727.23609157666
"338",338,1598.2422480563
"339",339,1462.60805010679
"340",340,1576.66956314855
"341",341,1464.12112936637
"342",342,1250.80832023366
"343",343,1522.73665363776
"344",344,1839.49789981934
"345",345,1472.38827069674
"346",346,1642.92096926309
"347",347,1585.9024513555
